Date,Open,High,Low,Close,Adj Close,Volume
2016-07-19,503.000000,511.475006,497.649994,508.899994,499.423187,7611500
2016-07-20,509.975006,514.150024,508.274994,511.500000,501.974762,5607290
2016-07-21,512.000000,512.500000,502.500000,503.174988,493.804779,3068088
2016-07-22,503.000000,508.899994,502.549988,507.424988,497.975647,3154228
2016-07-25,507.000000,511.875000,503.674988,511.375000,501.852112,3767768
2016-07-26,511.500000,517.400024,507.600006,512.025024,502.490021,4807744
2016-07-27,511.524994,513.000000,504.475006,506.549988,497.116943,5042896
2016-07-28,507.475006,515.250000,506.524994,513.174988,503.618530,7136750
2016-07-29,512.000000,512.450012,506.000000,507.450012,498.000214,4402328
2016-08-01,509.000000,510.149994,502.524994,504.750000,495.350464,3647388
2016-08-02,504.000000,510.000000,503.149994,506.399994,496.969727,3524816
2016-08-03,507.200012,507.200012,495.750000,496.975006,487.720276,5427608
2016-08-04,499.500000,500.000000,491.700012,496.500000,487.254120,4657432
2016-08-05,499.000000,509.500000,498.524994,508.125000,498.662628,5535828
2016-08-08,509.950012,517.000000,509.325012,514.625000,505.041595,6197506
2016-08-09,513.500000,517.250000,510.500000,515.349976,505.753021,6076092
2016-08-10,515.625000,517.275024,501.000000,501.825012,492.479950,6158926
2016-08-11,500.975006,511.424988,499.799988,507.049988,497.607666,6477798
2016-08-12,508.500000,521.450012,508.500000,517.900024,508.255615,7481722
2016-08-16,518.125000,522.400024,507.750000,512.450012,502.907104,6111206
2016-08-17,512.049988,514.400024,503.600006,506.649994,497.215088,7079940
2016-08-18,508.000000,511.825012,508.000000,509.024994,499.545868,3542898
2016-08-19,509.000000,511.000000,503.549988,507.450012,498.000214,3738616
2016-08-22,506.000000,509.850006,503.600006,505.924988,496.503571,3055808
2016-08-23,506.000000,507.500000,502.500000,505.225006,495.816620,3346656
2016-08-24,505.850006,510.975006,505.500000,510.250000,500.748077,3986306
2016-08-25,510.600006,514.500000,504.500000,506.350006,496.920685,6839550
2016-08-26,508.950012,515.400024,507.299988,513.950012,504.379150,4406930
2016-08-29,513.625000,529.875000,513.049988,528.724976,518.878967,7402990
2016-08-30,531.000000,534.250000,526.500000,533.200012,523.270691,8307044
2016-08-31,532.450012,537.000000,523.500000,530.000000,520.130249,10649920
2016-09-01,526.500000,536.375000,512.849976,514.599976,505.017059,19484908
2016-09-02,515.549988,516.275024,501.149994,506.674988,497.239594,12857628
2016-09-06,509.950012,512.500000,507.500000,509.950012,500.453644,5262182
2016-09-07,511.000000,513.525024,506.524994,508.825012,499.349609,5909990
2016-09-08,511.524994,517.974976,510.100006,516.700012,507.077972,5580392
2016-09-09,517.500000,524.950012,515.000000,522.275024,512.549133,6980882
2016-09-12,515.200012,528.000000,514.575012,523.250000,513.505981,15399600
2016-09-14,524.000000,529.500000,520.450012,522.375000,512.647217,8505508
2016-09-15,523.500000,535.099976,523.500000,532.500000,522.583740,14341770
2016-09-16,533.500000,546.924988,529.549988,537.775024,527.760559,17977852
2016-09-19,536.275024,544.000000,535.500000,541.200012,531.121704,7624648
2016-09-20,542.000000,542.375000,534.525024,537.099976,527.098083,5271708
2016-09-21,537.000000,542.450012,534.500000,536.125000,526.141235,5002952
2016-09-22,541.500000,547.900024,539.500000,544.474976,534.335632,8577088
2016-09-23,544.500000,554.724976,544.500000,551.400024,541.131775,14211450
2016-09-26,551.700012,564.775024,550.125000,553.599976,543.290710,17469886
2016-09-27,558.500000,562.974976,553.299988,555.250000,544.910034,8857386
2016-09-28,553.950012,554.000000,543.150024,545.325012,535.169922,11346976
2016-09-29,547.500000,555.375000,533.700012,536.224976,526.239319,9719492
2016-09-30,534.000000,547.275024,533.150024,541.849976,531.759521,5120210
2016-10-03,543.500000,553.974976,538.125000,545.349976,535.194458,8286218
2016-10-04,546.525024,554.150024,546.000000,548.174988,537.966797,5995088
2016-10-05,552.000000,553.250000,542.900024,544.700012,534.556519,4932794
2016-10-06,546.000000,563.125000,546.000000,555.400024,545.057251,9651260
2016-10-07,557.000000,561.525024,553.250000,554.500000,544.174072,6985676
2016-10-10,557.000000,561.000000,547.000000,548.174988,537.966797,5281946
2016-10-13,544.500000,544.525024,526.000000,528.575012,518.731812,10029334
2016-10-14,531.500000,541.000000,530.825012,538.825012,528.790955,6978946
2016-10-17,540.000000,540.400024,529.375000,530.325012,520.449219,4492474
2016-10-18,533.000000,541.375000,531.025024,540.549988,530.483765,5062266
2016-10-19,542.224976,547.349976,540.700012,543.674988,533.550598,7805312
2016-10-20,546.974976,549.000000,542.025024,543.775024,533.648743,4629042
2016-10-21,548.500000,548.500000,529.200012,532.099976,522.191101,19936484
2016-10-24,535.000000,537.000000,530.325012,531.650024,521.749512,4806198
2016-10-25,532.500000,532.625000,527.099976,530.424988,520.547302,3501422
2016-10-26,528.025024,529.724976,526.049988,527.025024,517.210693,5004110
2016-10-27,525.549988,526.950012,521.700012,524.349976,514.585449,5871148
2016-10-28,525.000000,529.000000,521.900024,527.474976,517.652283,3715834
2016-11-01,525.650024,527.974976,523.700012,525.500000,515.714050,4674022
2016-11-02,520.500000,521.424988,510.500000,511.875000,502.342804,3218450
2016-11-03,511.924988,517.375000,510.299988,511.975006,502.440918,3342742
2016-11-04,510.125000,513.450012,500.000000,502.774994,493.412231,5273822
2016-11-07,507.000000,508.274994,499.524994,500.575012,491.253265,4345842
2016-11-08,502.850006,502.850006,499.149994,501.750000,492.406342,6140692
2016-11-09,475.000000,504.500000,465.000000,502.299988,492.946106,9893146
2016-11-10,509.299988,514.474976,503.500000,505.200012,495.792114,4463814
2016-11-11,498.924988,508.750000,497.549988,500.875000,491.547638,6754784
2016-11-15,498.250000,500.000000,489.774994,492.700012,483.524841,6623184
2016-11-16,497.500000,498.399994,490.350006,493.274994,484.089172,7566452
2016-11-17,493.000000,499.075012,487.200012,488.875000,479.771088,5773270
2016-11-18,492.500000,496.350006,491.000000,493.750000,484.555298,8303856
2016-11-21,493.774994,496.774994,491.600006,495.750000,486.518066,6049424
2016-11-22,498.850006,503.899994,496.649994,500.725006,491.400421,8067320
2016-11-23,502.500000,505.250000,499.774994,504.500000,495.105133,5992496
2016-11-24,502.774994,502.774994,491.100006,493.674988,484.481689,8646750
2016-11-25,495.000000,497.950012,492.174988,496.850006,487.597595,4779658
2016-11-28,496.500000,500.299988,492.049988,493.325012,484.138245,3800322
2016-11-29,494.500000,502.149994,494.024994,498.850006,489.560333,4519218
2016-11-30,499.975006,499.975006,493.325012,495.024994,485.806580,12616008
2016-12-01,500.000000,507.500000,497.500000,498.875000,489.584839,5773026
2016-12-02,497.950012,502.500000,495.899994,497.375000,488.112823,5706090
2016-12-05,497.500000,499.850006,493.250000,496.924988,487.671204,1822820
2016-12-06,498.000000,503.274994,497.299988,502.600006,493.240509,3075070
2016-12-07,502.000000,503.799988,498.174988,499.575012,490.271851,2254226
2016-12-08,502.524994,510.899994,502.174988,510.024994,500.527252,4000460
2016-12-09,511.000000,515.924988,510.149994,514.474976,504.894348,3766666
2016-12-12,510.250000,520.849976,510.250000,513.599976,504.035645,4125400
2016-12-13,514.000000,520.500000,513.775024,519.900024,510.218384,4738906
2016-12-14,519.900024,532.224976,519.099976,529.750000,519.884949,11035658
2016-12-15,526.200012,533.799988,524.325012,526.474976,516.670898,8837934
2016-12-16,526.000000,531.000000,526.000000,528.575012,518.731812,6831074
2016-12-19,527.500000,533.474976,527.174988,531.275024,521.381592,6861900
2016-12-20,527.349976,530.500000,526.575012,528.950012,519.099792,5343438
2016-12-21,530.049988,533.650024,528.599976,531.625000,521.724976,9311516
2016-12-22,529.000000,531.325012,525.474976,526.674988,516.867188,13208832
2016-12-23,526.000000,534.474976,526.000000,528.650024,518.805420,4692828
2016-12-26,527.174988,533.000000,522.325012,523.724976,513.972168,7004598
2016-12-27,523.924988,533.549988,523.500000,532.349976,522.436462,7974284
2016-12-28,533.950012,534.775024,523.549988,524.849976,515.076172,4405854
2016-12-29,525.000000,534.400024,524.750000,532.724976,522.804504,4010412
2016-12-30,532.400024,542.500000,531.549988,541.200012,531.121704,7182986
